UF,Município,ICM_Classification
BA,Várzea da Roça,D
BA,Varzedo,D
BA,Vereda,D
BA,Wagner,D
MG,Arapuá,D
MG,Araújos,D
MG,Bom Sucesso,D
MG,Camacho,D
MG,Campina Verde,D
MG,Cruzeiro da Fortaleza,D
MG,Durandé,D
MG,Engenheiro Navarro,D
MG,Japaraíba,D
MG,Quartel Geral,D
MG,Santana do Garambéu,D
MG,São Francisco de Sales,D
MG,São José da Varginha,D
MG,São José do Mantimento,D
MG,São Sebastião do Oeste,D
MG,Veríssimo,D
SP,Boa Esperança do Sul,D
SP,Campos Novos Paulista,D
SP,Dobrada,D
SP,Nova Castilho,D
SP,Óleo,D
SP,Planalto,D
SP,Pontes Gestal,D
SP,Queiroz,D
SP,União Paulista,D
RS,Alegria,D
RS,Barra Funda,D
RS,Eugênio de Castro,D
RS,Morrinhos do Sul,D
RS,Paverama,D
MT,Acorizal,D
MT,Araputanga,D
MT,Barão de Melgaço,D
MT,Conquista DOeste,D
MT,Cotriguaçu,D
MT,Gaúcha do Norte,D
MT,Indiavaí,D
MT,Jangada,D
MT,Nova Nazaré,D
MT,Planalto da Serra,D
MT,Porto dos Gaúchos,D
MT,Porto Estrela,D
MT,São José dos Quatro Marcos,D
MT,Santo Afonso,D
MT,Salto do Céu,D
MT,Santa Rita do Trivelato,D
MT,Serra Nova Dourada,D
MT,Nova Guarita,D
MT,Nova Maringá,D
GO,Adelândia,D
GO,Amaralina,D
GO,Araguapaz,D
GO,Arenópolis,D
GO,Buriti de Goiás,D
GO,Caturaí,D
GO,Córrego do Ouro,D
GO,Damianópolis,D
GO,Davinópolis,D
GO,Diorama,D
GO,Edealina,D
GO,Divinópolis de Goiás,D
GO,Guarani de Goiás,D
GO,Itauçu,D
GO,Jaupaci,D
GO,Jesúpolis,D
GO,Marzagão,D
GO,Maurilândia,D
GO,Mutunópolis,D
GO,Nazário,D
GO,Nova Glória,D
GO,Novo Planalto,D
GO,Panamá,D
GO,Petrolina de Goiás,D
GO,Porteirão,D
GO,Portelândia,D
GO,Santa Rosa de Goiás,D
GO,Santa Tereza de Goiás,D
GO,Santo Antônio da Barra,D
GO,Turvânia,D
GO,Vicentinópolis,D
TO,São Valério,D
MA,Maranhãozinho,D
CE,Ibiapina,D
RN,Barcelona,D
PB,Caiçara,D
PB,Curral de Cima,D
PB,Ibiara,D
PB,Imaculada,D
MT,Alto Boa Vista,D
MT,Alto Taquari,D
MT,Cocalinho,D
MT,Figueirópolis DOeste,D
MT,Glória DOeste,D
MT,Vila Rica,D
GO,Britânia,D
GO,São Francisco de Goiás,D
